1.000000000000000000e+00,1.091658816649149655e+00,1.109378800387215369e+00,1.124761992491660978e+00,1.138578460122303460e+00,1.151252502282147372e+00,1.163047486678398412e+00,1.174140235285739298e+00,1.184656289651089711e+00,1.194688601656925586e+00
2.000000000000000000e+00,2.061736294789092483e+00,2.071429155984987336e+00,2.081174961772413567e+00,2.090974199386342214e+00,2.100827354058790508e+00,2.110734909235074674e+00,2.120697346779749637e+00,2.130715147172867585e+00,2.140788789697136263e+00
3.000000000000000000e+00,2.402960594637055358e+00,2.416868087037167268e+00,2.430882832670900662e+00,2.445005752660653897e+00,2.459237774368009166e+00,2.473579831522569883e+00,2.488032864348208584e+00,2.502597819686912750e+00,2.517275651120400859e+00
4.000000000000000000e+00,2.624971043623858691e+00,2.642377562564049320e+00,2.659942006483518639e+00,2.677665883932878632e+00,2.695550717646285843e+00,2.713598044721981406e+00,2.731809416802652102e+00,2.750186400255725250e+00,2.768730576353693795e+00
5.000000000000000000e+00,2.790411331330201694e+00,2.810801778007606444e+00,2.831397950574245037e+00,2.852202002437466355e+00,2.873216110139040769e+00,2.894442473634867952e+00,2.915883316576424633e+00,2.937540886594053102e+00,2.959417455582172618e+00
6.000000000000000000e+00,2.922529900139670733e+00,2.945531230613672502e+00,2.968783490213504184e+00,2.992289503896468084e+00,3.016052129613182586e+00,3.040074258717066602e+00,3.064358816377639183e+00,3.088908761997724461e+00,3.113727089634661382e+00
7.000000000000000000e+00,3.032627930632262547e+00,3.057958298421942001e+00,3.083582475492082864e+00,3.109503970520407723e+00,3.135726335763162176e+00,3.162253167617896654e+00,3.189088107192408650e+00,3.216234840879978130e+00,3.243697100941016043e+00
8.000000000000000000e+00,3.127072504332782721e+00,3.154511080739141882e+00,3.182284279850654318e+00,3.210396298337150789e+00,3.238851387604252619e+00,3.267653854528686175e+00,3.296808062202444489e+00,3.326318430685968774e+00,3.356189437770495498e+00
9.000000000000000000e+00,3.209810319433930026e+00,3.239179001374769662e+00,3.268921278519807849e+00,3.299042035187811805e+00,3.329546222042395254e+00,3.360438857016105896e+00,3.391725026246382058e+00,3.423409885023592114e+00,3.455498658751349428e+00
1.000000000000000000e+01,3.283458643930256216e+00,3.314610427737169740e+00,3.346173132698359698e+00,3.378152327631446905e+00,3.410553659666953674e+00,3.443382855375129115e+00,3.476645721907985376e+00,3.510348148156800185e+00,3.544496105925355689e+00
1.100000000000000000e+01,3.349843002970397166e+00,3.382654257284864574e+00,3.415912278373754773e+00,3.449623314661185436e+00,3.483793705139162089e+00,3.518429880709295965e+00,3.553538365543377875e+00,3.589125778463119865e+00,3.625198834339404819e+00
1.200000000000000000e+01,3.410287688071133694e+00,3.444652817413939250e+00,3.479499221063752312e+00,3.514833821073771514e+00,3.550663642550385024e+00,3.586995815220471506e+00,3.623837575021476631e+00,3.661196265714665721e+00,3.699079340521945536e+00
1.300000000000000000e+01,3.465784091988299842e+00,3.501611729904456904e+00,3.537953933785987992e+00,3.574818292672637288e+00,3.612212511327962172e+00,3.650144412041676834e+00,3.688621936458971184e+00,3.727653147437276271e+00,3.767246230930958895e+00
1.400000000000000000e+01,3.517093791340576647e+00,3.554304009000146980e+00,3.592060973984190664e+00,3.630372935286639624e+00,3.669248270445014004e+00,3.708695487586241235e+00,3.748723227503905076e+00,3.789340265767477067e+00,3.830555514864097066e+00
1.500000000000000000e+01,3.564814566441989019e+00,3.603336777167067240e+00,3.642436898019048019e+00,3.682123830707748624e+00,3.722406618426117753e+00,3.763294448147094240e+00,3.804796652956586644e+00,3.846922714423209655e+00,3.889682265005446116e+00
1.600000000000000000e+01,3.609424285936362331e+00,3.649195639953007664e+00,3.689575128541298987e+00,3.730572298807075082e+00,3.772196852374543941e+00,3.814458647940984992e+00,3.857367703872489617e+00,3.900934200841467803e+00,3.945168484506687445e+00
